"","sa2_id","sa2_name","state"
"1",1,"Alexandra Hills","Queensland"
"2",2,"Belmont - Gumdale","Queensland"
"3",3,"Birkdale","Queensland"
"4",4,"Capalaba","Queensland"
"5",5,"Thorneside","Queensland"
"6",6,"Wellington Point","Queensland"
"7",7,"Cleveland","Queensland"
"8",8,"Ormiston","Queensland"
"9",9,"Redland Bay","Queensland"
"10",10,"Sheldon - Mount Cotton","Queensland"
"11",11,"Thornlands","Queensland"
"12",12,"Victoria Point","Queensland"
"13",13,"Redland Islands","Queensland"
"14",14,"Manly - Lota","Queensland"
"15",15,"Manly West","Queensland"
"16",16,"Murarrie","Queensland"
"17",17,"Tingalpa","Queensland"
"18",18,"Wakerley","Queensland"
"19",19,"Wynnum","Queensland"
"20",20,"Wynnum West - Hemmant","Queensland"
"21",21,"Bald Hills","Queensland"
"22",22,"Bridgeman Downs","Queensland"
"23",23,"Carseldine","Queensland"
"24",24,"Everton Park","Queensland"
"25",25,"McDowall","Queensland"
"26",26,"Aspley","Queensland"
"27",27,"Chermside","Queensland"
"28",28,"Chermside West","Queensland"
"29",29,"Geebung","Queensland"
"30",30,"Kedron - Gordon Park","Queensland"
"31",31,"Stafford","Queensland"
"32",32,"Stafford Heights","Queensland"
"33",33,"Wavell Heights","Queensland"
"34",34,"Boondall","Queensland"
"35",35,"Eagle Farm - Pinkenba","Queensland"
"36",36,"Northgate - Virginia","Queensland"
"37",37,"Nudgee - Banyo","Queensland"
"38",38,"Nundah","Queensland"
"39",39,"Bracken Ridge","Queensland"
"40",40,"Brighton (Qld)","Queensland"
"41",41,"Deagon","Queensland"
"42",42,"Sandgate - Shorncliffe","Queensland"
"43",43,"Taigum - Fitzgibbon","Queensland"
"44",44,"Zillmere","Queensland"
"45",45,"Camp Hill","Queensland"
"46",46,"Cannon Hill","Queensland"
"47",47,"Carina","Queensland"
"48",48,"Carina Heights","Queensland"
"49",49,"Carindale","Queensland"
"50",50,"Annerley","Queensland"
"51",51,"Coorparoo","Queensland"
"52",52,"Fairfield - Dutton Park","Queensland"
"53",53,"Greenslopes","Queensland"
"54",54,"Holland Park","Queensland"
"55",55,"Holland Park West","Queensland"
"56",56,"Woolloongabba","Queensland"
"57",57,"Yeronga","Queensland"
"58",58,"Eight Mile Plains","Queensland"
"59",59,"Macgregor (Qld)","Queensland"
"60",60,"Mansfield (Qld)","Queensland"
"61",61,"Mount Gravatt","Queensland"
"62",62,"Rochedale - Burbank","Queensland"
"63",63,"Upper Mount Gravatt","Queensland"
"64",64,"Wishart","Queensland"
"65",65,"Coopers Plains","Queensland"
"66",66,"Moorooka","Queensland"
"67",67,"Robertson","Queensland"
"68",68,"Salisbury - Nathan","Queensland"
"69",69,"Tarragindi","Queensland"
"70",70,"Algester","Queensland"
"71",71,"Calamvale - Stretton","Queensland"
"72",72,"Pallara - Willawong","Queensland"
"73",73,"Parkinson - Drewvale","Queensland"
"74",74,"Rocklea - Acacia Ridge","Queensland"
"75",75,"Kuraby","Queensland"
"76",76,"Runcorn","Queensland"
"77",77,"Sunnybank","Queensland"
"78",78,"Sunnybank Hills","Queensland"
"79",79,"Jindalee - Mount Ommaney","Queensland"
"80",80,"Middle Park - Jamboree Heights","Queensland"
"81",81,"Riverhills","Queensland"
"82",82,"Seventeen Mile Rocks - Sinnamon Park","Queensland"
"83",83,"Westlake","Queensland"
"84",84,"Bellbowrie - Moggill","Queensland"
"85",85,"Brookfield - Kenmore Hills","Queensland"
"86",86,"Chapel Hill","Queensland"
"87",87,"Fig Tree Pocket","Queensland"
"88",88,"Kenmore","Queensland"
"89",89,"Pinjarra Hills - Pullenvale","Queensland"
"90",90,"Chelmer - Graceville","Queensland"
"91",91,"Corinda","Queensland"
"92",92,"Indooroopilly","Queensland"
"93",93,"Sherwood","Queensland"
"94",94,"St Lucia","Queensland"
"95",95,"Taringa","Queensland"
"96",96,"Enoggera","Queensland"
"97",97,"Keperra","Queensland"
"98",98,"Mitchelton","Queensland"
"99",99,"The Gap","Queensland"
"100",100,"Upper Kedron - Ferny Grove","Queensland"
"101",101,"Brisbane City","Queensland"
"102",102,"Fortitude Valley","Queensland"
"103",103,"Highgate Hill","Queensland"
"104",104,"Kangaroo Point","Queensland"
"105",105,"New Farm","Queensland"
"106",106,"South Brisbane","Queensland"
"107",107,"Spring Hill","Queensland"
"108",108,"West End","Queensland"
"109",109,"Balmoral","Queensland"
"110",110,"Bulimba","Queensland"
"111",111,"East Brisbane","Queensland"
"112",112,"Hawthorne","Queensland"
"113",113,"Morningside - Seven Hills","Queensland"
"114",114,"Norman Park","Queensland"
"115",115,"Albion","Queensland"
"116",116,"Alderley","Queensland"
"117",117,"Ascot","Queensland"
"118",118,"Clayfield","Queensland"
"119",119,"Grange","Queensland"
"120",120,"Hamilton (Qld)","Queensland"
"121",121,"Hendra","Queensland"
"122",122,"Kelvin Grove - Herston","Queensland"
"123",123,"Newmarket","Queensland"
"124",124,"Newstead - Bowen Hills","Queensland"
"125",125,"Wilston","Queensland"
"126",126,"Windsor","Queensland"
"127",127,"Wooloowin - Lutwyche","Queensland"
"128",128,"Ashgrove","Queensland"
"129",129,"Auchenflower","Queensland"
"130",130,"Bardon","Queensland"
"131",131,"Paddington - Milton","Queensland"
"132",132,"Red Hill (Qld)","Queensland"
"133",133,"Toowong","Queensland"
"134",134,"Brinsmead","Queensland"
"135",135,"Clifton Beach - Kewarra Beach","Queensland"
"136",136,"Freshwater - Stratford","Queensland"
"137",137,"Redlynch","Queensland"
"138",138,"Trinity Beach - Smithfield","Queensland"
"139",139,"Yorkeys Knob - Machans Beach","Queensland"
"140",140,"Bentley Park","Queensland"
"141",141,"Cairns City","Queensland"
"142",142,"Earlville - Bayview Heights","Queensland"
"143",143,"Edmonton","Queensland"
"144",144,"Gordonvale - Trinity","Queensland"
"145",145,"Kanimbla - Mooroobool","Queensland"
"146",146,"Manoora","Queensland"
"147",147,"Manunda","Queensland"
"148",148,"Mount Sheridan","Queensland"
"149",149,"Westcourt - Bungalow","Queensland"
"150",150,"White Rock","Queensland"
"151",151,"Whitfield - Edge Hill","Queensland"
"152",152,"Woree","Queensland"
"153",153,"Babinda","Queensland"
"154",154,"Innisfail","Queensland"
"155",155,"Johnstone","Queensland"
"156",156,"Tully","Queensland"
"157",157,"Yarrabah","Queensland"
"158",158,"Daintree","Queensland"
"159",159,"Port Douglas","Queensland"
"160",160,"Atherton","Queensland"
"161",161,"Herberton","Queensland"
"162",162,"Kuranda","Queensland"
"163",163,"Malanda - Yungaburra","Queensland"
"164",164,"Mareeba","Queensland"
"165",165,"Balonne","Queensland"
"166",166,"Chinchilla","Queensland"
"167",167,"Goondiwindi","Queensland"
"168",168,"Inglewood - Waggamba","Queensland"
"169",169,"Miles - Wandoan","Queensland"
"170",170,"Roma","Queensland"
"171",171,"Roma Region","Queensland"
"172",172,"Tara","Queensland"
"173",173,"Crows Nest - Rosalie","Queensland"
"174",174,"Jondaryan","Queensland"
"175",175,"Millmerran","Queensland"
"176",176,"Pittsworth","Queensland"
"177",177,"Wambo","Queensland"
"178",178,"Clifton - Greenmount","Queensland"
"179",179,"Southern Downs - East","Queensland"
"180",180,"Southern Downs - West","Queensland"
"181",181,"Stanthorpe","Queensland"
"182",182,"Stanthorpe Region","Queensland"
"183",183,"Warwick","Queensland"
"184",184,"Central Highlands - East","Queensland"
"185",185,"Central Highlands - West","Queensland"
"186",186,"Emerald","Queensland"
"187",187,"Berserker","Queensland"
"188",188,"Bouldercombe","Queensland"
"189",189,"Emu Park","Queensland"
"190",190,"Frenchville - Mount Archer","Queensland"
"191",191,"Glenlee - Rockyview","Queensland"
"192",192,"Gracemere","Queensland"
"193",193,"Lakes Creek","Queensland"
"194",194,"Mount Morgan","Queensland"
"195",195,"Norman Gardens","Queensland"
"196",196,"Park Avenue","Queensland"
"197",197,"Parkhurst - Kawana","Queensland"
"198",198,"Rockhampton - West","Queensland"
"199",199,"Rockhampton City","Queensland"
"200",200,"Rockhampton Region - East","Queensland"
"201",201,"Rockhampton Region - North","Queensland"
"202",202,"Rockhampton Region - West","Queensland"
"203",203,"The Range - Allenstown","Queensland"
"204",204,"Yeppoon","Queensland"
"205",205,"Banana","Queensland"
"206",206,"Biloela","Queensland"
"207",207,"Agnes Water - Miriam Vale","Queensland"
"208",208,"Boyne Island - Tannum Sands","Queensland"
"209",209,"Clinton - New Auckland","Queensland"
"210",210,"Gladstone","Queensland"
"211",211,"Gladstone Hinterland","Queensland"
"212",212,"Kin Kora - Sun Valley","Queensland"
"213",213,"Telina - Toolooa","Queensland"
"214",214,"West Gladstone","Queensland"
"215",215,"Broadbeach Waters","Queensland"
"216",216,"Burleigh Heads","Queensland"
"217",217,"Burleigh Waters","Queensland"
"218",218,"Mermaid Beach - Broadbeach","Queensland"
"219",219,"Mermaid Waters","Queensland"
"220",220,"Miami","Queensland"
"221",221,"Coolangatta","Queensland"
"222",222,"Currumbin - Tugun","Queensland"
"223",223,"Currumbin Waters","Queensland"
"224",224,"Elanora","Queensland"
"225",225,"Palm Beach","Queensland"
"226",226,"Arundel","Queensland"
"227",227,"Biggera Waters","Queensland"
"228",228,"Coombabah","Queensland"
"229",229,"Labrador","Queensland"
"230",230,"Paradise Point - Hollywell","Queensland"
"231",231,"Runaway Bay","Queensland"
"232",232,"Guanaba - Springbrook","Queensland"
"233",233,"Tamborine - Canungra","Queensland"
"234",234,"Currumbin Valley - Tallebudgera","Queensland"
"235",235,"Mudgeeraba - Bonogin","Queensland"
"236",236,"Reedy Creek - Andrews","Queensland"
"237",237,"Carrara","Queensland"
"238",238,"Highland Park","Queensland"
"239",239,"Nerang - Mount Nathan","Queensland"
"240",240,"Pacific Pines - Gaven","Queensland"
"241",241,"Worongary - Tallai","Queensland"
"242",242,"Coomera","Queensland"
"243",243,"Helensvale","Queensland"
"244",244,"Hope Island","Queensland"
"245",245,"Jacobs Well - Alberton","Queensland"
"246",246,"Ormeau - Yatala","Queensland"
"247",247,"Oxenford - Maudsland","Queensland"
"248",248,"Pimpama","Queensland"
"249",249,"Upper Coomera - Willow Vale","Queensland"
"250",250,"Clear Island Waters","Queensland"
"251",251,"Merrimac","Queensland"
"252",252,"Robina","Queensland"
"253",253,"Varsity Lakes","Queensland"
"254",254,"Ashmore","Queensland"
"255",255,"Molendinar","Queensland"
"256",256,"Parkwood","Queensland"
"257",257,"Southport - North","Queensland"
"258",258,"Southport - South","Queensland"
"259",259,"Benowa","Queensland"
"260",260,"Bundall","Queensland"
"261",261,"Main Beach","Queensland"
"262",262,"Surfers Paradise","Queensland"
"263",263,"Darra - Sumner","Queensland"
"264",264,"Durack","Queensland"
"265",265,"Forest Lake - Doolandella","Queensland"
"266",266,"Inala - Richlands","Queensland"
"267",267,"Oxley (Qld)","Queensland"
"268",268,"Wacol","Queensland"
"269",269,"Boonah","Queensland"
"270",270,"Esk","Queensland"
"271",271,"Lockyer Valley - East","Queensland"
"272",272,"Lowood","Queensland"
"273",273,"Rosewood","Queensland"
"274",274,"Brassall","Queensland"
"275",275,"Bundamba","Queensland"
"276",276,"Churchill - Yamanto","Queensland"
"277",277,"Ipswich - Central","Queensland"
"278",278,"Ipswich - East","Queensland"
"279",279,"Ipswich - North","Queensland"
"280",280,"Karalee - Barellan Point","Queensland"
"281",281,"Karana Downs","Queensland"
"282",282,"Leichhardt - One Mile","Queensland"
"283",283,"North Ipswich - Tivoli","Queensland"
"284",284,"Raceview","Queensland"
"285",285,"Ripley","Queensland"
"286",286,"Riverview","Queensland"
"287",287,"Bellbird Park - Brookwater","Queensland"
"288",288,"Camira - Gailes","Queensland"
"289",289,"Collingwood Park - Redbank","Queensland"
"290",290,"Goodna","Queensland"
"291",291,"Redbank Plains","Queensland"
"292",292,"Springfield","Queensland"
"293",293,"Springfield Lakes","Queensland"
"294",294,"Beaudesert","Queensland"
"295",295,"Beenleigh","Queensland"
"296",296,"Eagleby","Queensland"
"297",297,"Edens Landing - Holmview","Queensland"
"298",298,"Mount Warren Park","Queensland"
"299",299,"Wolffdene - Bahrs Scrub","Queensland"
"300",300,"Boronia Heights - Park Ridge","Queensland"
"301",301,"Browns Plains","Queensland"
"302",302,"Chambers Flat - Logan Reserve","Queensland"
"303",303,"Crestmead","Queensland"
"304",304,"Hillcrest","Queensland"
"305",305,"Marsden","Queensland"
"306",306,"Munruben - Park Ridge South","Queensland"
"307",307,"Regents Park - Heritage Park","Queensland"
"308",308,"Greenbank","Queensland"
"309",309,"Jimboomba","Queensland"
"310",310,"Logan Village","Queensland"
"311",311,"Bethania - Waterford","Queensland"
"312",312,"Cornubia - Carbrook","Queensland"
"313",313,"Loganholme - Tanah Merah","Queensland"
"314",314,"Loganlea","Queensland"
"315",315,"Shailer Park","Queensland"
"316",316,"Waterford West","Queensland"
"317",317,"Daisy Hill","Queensland"
"318",318,"Kingston (Qld.)","Queensland"
"319",319,"Logan Central","Queensland"
"320",320,"Rochedale South - Priestdale","Queensland"
"321",321,"Slacks Creek","Queensland"
"322",322,"Springwood","Queensland"
"323",323,"Underwood","Queensland"
"324",324,"Woodridge","Queensland"
"325",325,"Bowen","Queensland"
"326",326,"Broadsound - Nebo","Queensland"
"327",327,"Clermont","Queensland"
"328",328,"Collinsville","Queensland"
"329",329,"Moranbah","Queensland"
"330",330,"Andergrove - Beaconsfield","Queensland"
"331",331,"East Mackay","Queensland"
"332",332,"Eimeo - Rural View","Queensland"
"333",333,"Mackay","Queensland"
"334",334,"Mackay Harbour","Queensland"
"335",335,"Mount Pleasant - Glenella","Queensland"
"336",336,"North Mackay","Queensland"
"337",337,"Ooralea - Bakers Creek","Queensland"
"338",338,"Pioneer Valley","Queensland"
"339",339,"Sarina","Queensland"
"340",340,"Seaforth - Calen","Queensland"
"341",341,"Shoal Point - Bucasia","Queensland"
"342",342,"Slade Point","Queensland"
"343",343,"South Mackay","Queensland"
"344",344,"Walkerston - Eton","Queensland"
"345",345,"West Mackay","Queensland"
"346",346,"Airlie - Whitsundays","Queensland"
"347",347,"Proserpine","Queensland"
"348",348,"Beachmere - Sandstone Point","Queensland"
"349",349,"Bribie Island","Queensland"
"350",350,"Burpengary - East","Queensland"
"351",351,"Caboolture","Queensland"
"352",352,"Caboolture - South","Queensland"
"353",353,"Elimbah","Queensland"
"354",354,"Morayfield - East","Queensland"
"355",355,"Wamuran","Queensland"
"356",356,"Kilcoy","Queensland"
"357",357,"Woodford - D'Aguilar","Queensland"
"358",358,"Burpengary","Queensland"
"359",359,"Deception Bay","Queensland"
"360",360,"Morayfield","Queensland"
"361",361,"Narangba","Queensland"
"362",362,"Upper Caboolture","Queensland"
"363",363,"Clontarf","Queensland"
"364",364,"Margate - Woody Point","Queensland"
"365",365,"Redcliffe","Queensland"
"366",366,"Rothwell - Kippa-Ring","Queensland"
"367",367,"Scarborough - Newport - Moreton Island","Queensland"
"368",368,"Albany Creek","Queensland"
"369",369,"Cashmere","Queensland"
"370",370,"Dayboro","Queensland"
"371",371,"Eatons Hill","Queensland"
"372",372,"The Hills District","Queensland"
"373",373,"Samford Valley","Queensland"
"374",374,"Dakabin - Kallangur","Queensland"
"375",375,"Murrumba Downs - Griffin","Queensland"
"376",376,"North Lakes - Mango Hill","Queensland"
"377",377,"Bray Park","Queensland"
"378",378,"Lawnton","Queensland"
"379",379,"Petrie","Queensland"
"380",380,"Strathpine - Brendale","Queensland"
"381",381,"Aurukun","Queensland"
"382",382,"Cape York","Queensland"
"383",383,"Croydon - Etheridge","Queensland"
"384",384,"Kowanyama - Pormpuraaw","Queensland"
"385",385,"Northern Peninsula","Queensland"
"386",386,"Tablelands","Queensland"
"387",387,"Torres","Queensland"
"388",388,"Torres Strait Islands","Queensland"
"389",389,"Weipa","Queensland"
"390",390,"Carpentaria","Queensland"
"391",391,"Mount Isa","Queensland"
"392",392,"Mount Isa Region","Queensland"
"393",393,"Northern Highlands","Queensland"
"394",394,"Barcaldine - Blackall","Queensland"
"395",395,"Charleville","Queensland"
"396",396,"Far Central West","Queensland"
"397",397,"Far South West","Queensland"
"398",398,"Longreach","Queensland"
"399",399,"Buderim - North","Queensland"
"400",400,"Buderim - South","Queensland"
"401",401,"Mountain Creek","Queensland"
"402",402,"Sippy Downs","Queensland"
"403",403,"Aroona - Currimundi","Queensland"
"404",404,"Buddina - Minyama","Queensland"
"405",405,"Caloundra - Kings Beach","Queensland"
"406",406,"Caloundra - West","Queensland"
"407",407,"Golden Beach - Pelican Waters","Queensland"
"408",408,"Moffat Beach - Battery Hill","Queensland"
"409",409,"Parrearra - Warana","Queensland"
"410",410,"Wurtulla - Birtinya","Queensland"
"411",411,"Coolum Beach","Queensland"
"412",412,"Marcoola - Mudjimba","Queensland"
"413",413,"Maroochydore - Kuluin","Queensland"
"414",414,"Mooloolaba - Alexandra Headland","Queensland"
"415",415,"Noosa Heads","Queensland"
"416",416,"Noosaville","Queensland"
"417",417,"Sunshine Beach","Queensland"
"418",418,"Tewantin","Queensland"
"419",419,"Peregian Beach - Marcus Beach","Queensland"
"420",420,"Peregian Springs","Queensland"
"421",421,"Beerwah","Queensland"
"422",422,"Caloundra Hinterland","Queensland"
"423",423,"Glass House Mountains","Queensland"
"424",424,"Landsborough","Queensland"
"425",425,"Maroochy Hinterland","Queensland"
"426",426,"Palmwoods","Queensland"
"427",427,"Bli Bli","Queensland"
"428",428,"Diddillibah - Rosemount","Queensland"
"429",429,"Eumundi - Yandina","Queensland"
"430",430,"Nambour","Queensland"
"431",431,"Noosa Hinterland","Queensland"
"432",432,"Cambooya - Wyreema","Queensland"
"433",433,"Darling Heights","Queensland"
"434",434,"Drayton - Harristown","Queensland"
"435",435,"Gatton","Queensland"
"436",436,"Gowrie (Qld)","Queensland"
"437",437,"Highfields","Queensland"
"438",438,"Lockyer Valley - West","Queensland"
"439",439,"Middle Ridge","Queensland"
"440",440,"Newtown (Qld)","Queensland"
"441",441,"North Toowoomba - Harlaxton","Queensland"
"442",442,"Rangeville","Queensland"
"443",443,"Toowoomba - Central","Queensland"
"444",444,"Toowoomba - East","Queensland"
"445",445,"Toowoomba - West","Queensland"
"446",446,"Wilsonton","Queensland"
"447",447,"Ayr","Queensland"
"448",448,"Burdekin","Queensland"
"449",449,"Charters Towers","Queensland"
"450",450,"Dalrymple","Queensland"
"451",451,"Ingham","Queensland"
"452",452,"Ingham Region","Queensland"
"453",453,"Palm Island","Queensland"
"454",454,"Aitkenvale","Queensland"
"455",455,"Annandale","Queensland"
"456",456,"Belgian Gardens - Pallarenda","Queensland"
"457",457,"Bohle Plains","Queensland"
"458",458,"Condon - Rasmussen","Queensland"
"459",459,"Cranbrook","Queensland"
"460",460,"Deeragun","Queensland"
"461",461,"Douglas","Queensland"
"462",462,"Garbutt - West End","Queensland"
"463",463,"Gulliver - Currajong - Vincent","Queensland"
"464",464,"Heatley","Queensland"
"465",465,"Hermit Park - Rosslea","Queensland"
"466",466,"Hyde Park - Pimlico","Queensland"
"467",467,"Kelso","Queensland"
"468",468,"Kirwan - East","Queensland"
"469",469,"Kirwan - West","Queensland"
"470",470,"Magnetic Island","Queensland"
"471",471,"Mount Louisa","Queensland"
"472",472,"Mundingburra","Queensland"
"473",473,"Northern Beaches","Queensland"
"474",474,"Oonoonba","Queensland"
"475",475,"South Townsville - Railway Estate","Queensland"
"476",476,"Townsville - South","Queensland"
"477",477,"Townsville City - North Ward","Queensland"
"478",478,"Wulguru - Roseneath","Queensland"
"479",479,"Ashfield - Kepnock","Queensland"
"480",480,"Bargara - Burnett Heads","Queensland"
"481",481,"Branyan - Kensington","Queensland"
"482",482,"Bundaberg","Queensland"
"483",483,"Bundaberg East - Kalkie","Queensland"
"484",484,"Bundaberg North - Gooburrum","Queensland"
"485",485,"Bundaberg Region - North","Queensland"
"486",486,"Bundaberg Region - South","Queensland"
"487",487,"Millbank - Avoca","Queensland"
"488",488,"Svensson Heights - Norville","Queensland"
"489",489,"Walkervale - Avenell Heights","Queensland"
"490",490,"Gayndah - Mundubbera","Queensland"
"491",491,"Gin Gin","Queensland"
"492",492,"Kingaroy","Queensland"
"493",493,"Kingaroy Region - North","Queensland"
"494",494,"Kingaroy Region - South","Queensland"
"495",495,"Monto - Eidsvold","Queensland"
"496",496,"Nanango","Queensland"
"497",497,"Cooloola","Queensland"
"498",498,"Gympie - North","Queensland"
"499",499,"Gympie - South","Queensland"
"500",500,"Gympie Region","Queensland"
"501",501,"Kilkivan","Queensland"
"502",502,"Booral - River Heads","Queensland"
"503",503,"Craignish - Dundowran Beach","Queensland"
"504",504,"Pialba - Eli Waters","Queensland"
"505",505,"Point Vernon","Queensland"
"506",506,"Torquay - Scarness - Kawungan","Queensland"
"507",507,"Urangan - Wondunna","Queensland"
"508",508,"Burrum - Fraser","Queensland"
"509",509,"Granville","Queensland"
"510",510,"Maryborough (Qld)","Queensland"
"511",511,"Maryborough Region - South","Queensland"
"512",512,"Tinana","Queensland"
"513",513,"Braidwood","New South Wales"
"514",514,"Karabar","New South Wales"
"515",515,"Queanbeyan","New South Wales"
"516",516,"Queanbeyan - East","New South Wales"
"517",517,"Queanbeyan Region","New South Wales"
"518",518,"Queanbeyan West - Jerrabomberra","New South Wales"
"519",519,"Bombala","New South Wales"
"520",520,"Cooma","New South Wales"
"521",521,"Cooma Region","New South Wales"
"522",522,"Jindabyne - Berridale","New South Wales"
"523",523,"Batemans Bay","New South Wales"
"524",524,"Batemans Bay - South","New South Wales"
"525",525,"Bega - Tathra","New South Wales"
"526",526,"Bega-Eden Hinterland","New South Wales"
"527",527,"Broulee - Tomakin","New South Wales"
"528",528,"Eden","New South Wales"
"529",529,"Eurobodalla Hinterland","New South Wales"
"530",530,"Merimbula - Tura Beach","New South Wales"
"531",531,"Moruya - Tuross Head","New South Wales"
"532",532,"Narooma - Bermagui","New South Wales"
"533",533,"Goulburn","New South Wales"
"534",534,"Goulburn Region","New South Wales"
"535",535,"Yass","New South Wales"
"536",536,"Yass Region","New South Wales"
"537",537,"Young","New South Wales"
"538",538,"Young Region","New South Wales"
"539",539,"Avoca Beach - Copacabana","New South Wales"
"540",540,"Box Head - MacMasters Beach","New South Wales"
"541",541,"Calga - Kulnura","New South Wales"
"542",542,"Erina - Green Point","New South Wales"
"543",543,"Gosford - Springfield","New South Wales"
"544",544,"Kariong","New South Wales"
"545",545,"Kincumber - Picketts Valley","New South Wales"
"546",546,"Narara","New South Wales"
"547",547,"Niagara Park - Lisarow","New South Wales"
"548",548,"Point Clare - Koolewong","New South Wales"
"549",549,"Saratoga - Davistown","New South Wales"
"550",550,"Terrigal - North Avoca","New South Wales"
"551",551,"Umina - Booker Bay - Patonga","New South Wales"
"552",552,"Wamberal - Forresters Beach","New South Wales"
"553",553,"Woy Woy - Blackwall","New South Wales"
"554",554,"Wyoming","New South Wales"
"555",555,"Bateau Bay - Killarney Vale","New South Wales"
"556",556,"Blue Haven - San Remo","New South Wales"
"557",557,"Budgewoi - Buff Point - Halekulani","New South Wales"
"558",558,"Chittaway Bay - Tumbi Umbi","New South Wales"
"559",559,"Gorokan - Kanwal - Charmhaven","New South Wales"
"560",560,"Jilliby - Yarramalong","New South Wales"
"561",561,"Lake Munmorah - Mannering Park","New South Wales"
"562",562,"Ourimbah - Fountaindale","New South Wales"
"563",563,"Summerland Point - Gwandalan","New South Wales"
"564",564,"The Entrance","New South Wales"
"565",565,"Toukley - Norah Head","New South Wales"
"566",566,"Tuggerah - Kangy Angy","New South Wales"
"567",567,"Warnervale - Wadalba","New South Wales"
"568",568,"Wyong","New South Wales"
"569",569,"Bathurst","New South Wales"
"570",570,"Bathurst - East","New South Wales"
"571",571,"Bathurst Region","New South Wales"
"572",572,"Oberon","New South Wales"
"573",573,"Condobolin","New South Wales"
"574",574,"Cowra","New South Wales"
"575",575,"Cowra Region","New South Wales"
"576",576,"Forbes","New South Wales"
"577",577,"Grenfell","New South Wales"
"578",578,"Parkes (NSW)","New South Wales"
"579",579,"Parkes Region","New South Wales"
"580",580,"West Wyalong","New South Wales"
"581",581,"Lithgow","New South Wales"
"582",582,"Lithgow Region","New South Wales"
"583",583,"Mudgee","New South Wales"
"584",584,"Mudgee Region - East","New South Wales"
"585",585,"Mudgee Region - West","New South Wales"
"586",586,"Blayney","New South Wales"
"587",587,"Orange","New South Wales"
"588",588,"Orange - North","New South Wales"
"589",589,"Orange Region","New South Wales"
"590",590,"Grafton","New South Wales"
"591",591,"Grafton Region","New South Wales"
"592",592,"Maclean - Yamba - Iluka","New South Wales"
"593",593,"Bellingen","New South Wales"
"594",594,"Coffs Harbour - North","New South Wales"
"595",595,"Coffs Harbour - South","New South Wales"
"596",596,"Coramba - Nana Glen - Bucca","New South Wales"
"597",597,"Dorrigo","New South Wales"
"598",598,"Korora - Emerald Beach","New South Wales"
"599",599,"Sawtell - Boambee","New South Wales"
"600",600,"Urunga","New South Wales"
"601",601,"Woolgoolga - Arrawarra","New South Wales"
"602",602,"Bourke - Brewarrina","New South Wales"
"603",603,"Cobar","New South Wales"
"604",604,"Coonamble","New South Wales"
"605",605,"Nyngan - Warren","New South Wales"
"606",606,"Walgett - Lightning Ridge","New South Wales"
"607",607,"Broken Hill","New South Wales"
"608",608,"Far West","New South Wales"
"609",609,"Coonabarabran","New South Wales"
"610",610,"Dubbo - East","New South Wales"
"611",611,"Dubbo - South","New South Wales"
"612",612,"Dubbo - West","New South Wales"
"613",613,"Dubbo Region","New South Wales"
"614",614,"Gilgandra","New South Wales"
"615",615,"Narromine","New South Wales"
"616",616,"Wellington","New South Wales"
"617",617,"Branxton - Greta - Pokolbin","New South Wales"
"618",618,"Cessnock","New South Wales"
"619",619,"Cessnock Region","New South Wales"
"620",620,"Dungog","New South Wales"
"621",621,"Kurri Kurri - Abermain","New South Wales"
"622",622,"Singleton","New South Wales"
"623",623,"Singleton Region","New South Wales"
"624",624,"Maitland","New South Wales"
"625",625,"Maitland - East","New South Wales"
"626",626,"Maitland - North","New South Wales"
"627",627,"Maitland - West","New South Wales"
"628",628,"Thornton - Millers Forest","New South Wales"
"629",629,"Anna Bay","New South Wales"
"630",630,"Lemon Tree Passage - Tanilba Bay","New South Wales"
"631",631,"Nelson Bay Peninsula","New South Wales"
"632",632,"Raymond Terrace","New South Wales"
"633",633,"Seaham - Woodville","New South Wales"
"634",634,"Tea Gardens - Hawks Nest","New South Wales"
"635",635,"Williamtown - Medowie - Karuah","New South Wales"
"636",636,"Muswellbrook","New South Wales"
"637",637,"Muswellbrook Region","New South Wales"
"638",638,"Scone","New South Wales"
"639",639,"Scone Region","New South Wales"
"640",640,"Dapto - Avondale","New South Wales"
"641",641,"Horsley - Kembla Grange","New South Wales"
"642",642,"Unanderra - Mount Kembla","New South Wales"
"643",643,"Berkeley - Lake Heights - Cringila","New South Wales"
"644",644,"Port Kembla - Warrawong","New South Wales"
"645",645,"Windang - Primbee","New South Wales"
"646",646,"Albion Park - Macquarie Pass","New South Wales"
"647",647,"Albion Park Rail","New South Wales"
"648",648,"Kiama","New South Wales"
"649",649,"Kiama Downs - Minnamurra","New South Wales"
"650",650,"Kiama Hinterland - Gerringong","New South Wales"
"651",651,"Shellharbour - Flinders","New South Wales"
"652",652,"Shellharbour - Oak Flats","New South Wales"
"653",653,"Warilla","New South Wales"
"654",654,"Balgownie - Fairy Meadow","New South Wales"
"655",655,"Corrimal - Tarrawanna - Bellambi","New South Wales"
"656",656,"Figtree - Keiraville","New South Wales"
"657",657,"Helensburgh","New South Wales"
"658",658,"Thirroul - Austinmer - Coalcliff","New South Wales"
"659",659,"Woonona - Bulli - Russell Vale","New South Wales"
"660",660,"Wollongong - East","New South Wales"
"661",661,"Wollongong - West","New South Wales"
"662",662,"Bulahdelah - Stroud","New South Wales"
"663",663,"Forster","New South Wales"
"664",664,"Forster-Tuncurry Region","New South Wales"
